ad_id,title,property_type,listing_type,location,district,detailed_address,price_lkr,price_type,bedrooms,bathrooms,land_size,land_size_unit,property_size_sqft,description,posted_date,posted_by,url,scraped_at
AD100166,5 Bedroom Apartment for Sale in Narahenpita,Apartment,Sale,Narahenpita,Colombo,"Narahenpita, Colombo",114188000,Total Price,5,4,,,1612,Budget-friendly apartment near public transport. Well-connected area. Amenities: Gym and Pool. Located on floor 2.,2025-10-07,Owner,https://properties.lk/apartment/100166,2026-02-22 21:23:18
AD100167,Blue Ocean – 4 Bedroom Apartment in Colombo 10,Apartment,Sale,Colombo 10,Colombo,"Colombo 10, Colombo",291341000,Total Price,4,4,,,2285,Penthouse apartment with rooftop terrace. Panoramic city views. Semi Furnished. Parking available. Amenities: Gym. Located on floor 7.,2025-12-20,Developer,https://properties.lk/apartment/100167,2026-02-22 21:23:18
AD100168,4 Bedroom Apartment for Sale in Colombo 05,Apartment,Sale,Colombo 05,Colombo,"Colombo 05, Colombo",123728000,Total Price,4,4,,,1801,Penthouse apartment with rooftop terrace. Panoramic city views. Amenities: Gym and Pool. Located on floor 4.,2025-10-28,Agent,https://properties.lk/apartment/100168,2026-02-22 21:23:18
AD100169,5 Bedroom Apartment for Sale in Colombo 01,Apartment,Sale,Colombo 01,Colombo,"Colombo 01, Colombo",135070000,Total Price,5,5,,,1757,Semi-furnished apartment with balcony. Great for families. Amenities: Gym and Pool. Located on floor 12.,2025-11-27,Developer,https://properties.lk/apartment/100169,2026-02-22 21:23:18
AD100170,Emperor – 4 Bedroom Apartment in Digana,Apartment,Sale,Digana,Kandy,"Digana, Kandy",34992000,Total Price,4,4,,,1470,Semi-furnished apartment with balcony. Great for families. Semi Furnished. Amenities: Gym. Located on floor 26.,2026-01-12,Agent,https://properties.lk/apartment/100170,2026-02-22 21:23:18
AD100171,1 Bedroom Apartment for Sale in Rajagiriya,Apartment,Sale,Rajagiriya,Colombo,"Rajagiriya, Colombo",24059000,Total Price,1,1,,,481,Spacious luxury apartment in prime location. Close to schools and shopping. Amenities: Swimming Pool. Located on floor 13.,2026-02-21,Owner,https://properties.lk/apartment/100171,2026-02-22 21:23:18
AD100172,3 Bedroom Apartment for Sale in Kaduwela,Apartment,Sale,Kaduwela,Gampaha,"Kaduwela, Gampaha",17227000,Total Price,3,2,,,570,Fully furnished apartment with parking. 24/7 security. Semi Furnished. Amenities: Swimming Pool. Located on floor 26.,2025-11-15,Owner,https://properties.lk/apartment/100172,2026-02-22 21:23:18
AD100173,3 Bedroom Apartment for Sale in Panadura,Apartment,Sale,Panadura,Kalutara,"Panadura, Kalutara",27459000,Total Price,3,3,,,1151,Budget-friendly apartment near public transport. Well-connected area. Semi Furnished. Parking available. Amenities: Swimming Pool. Located on floor 7.,2025-09-08,Owner,https://properties.lk/apartment/100173,2026-02-22 21:23:18
AD100174,4 Bedroom Apartment for Sale in Peliyagoda,Apartment,Sale,Peliyagoda,Gampaha,"Peliyagoda, Gampaha",40631000,Total Price,4,3,,,2093,Penthouse apartment with rooftop terrace. Panoramic city views. Semi Furnished. Parking available. Located on floor 5.,2025-11-04,Agent,https://properties.lk/apartment/100174,2026-02-22 21:23:18
AD100175,4 Bedroom Apartment for Sale in Negombo City,Apartment,Sale,Negombo City,Negombo,"Negombo City, Negombo",61029000,Total Price,4,4,,,2223,Compact studio apartment. Ideal for young professionals. Semi Furnished. Amenities: Gym. Located on floor 18.,2025-12-08,Developer,https://properties.lk/apartment/100175,2026-02-22 21:23:18
AD100176,3 Bedroom Apartment for Rent in Colombo 08,Apartment,Rent,Colombo 08,Colombo,"Colombo 08, Colombo",467000,Per Month,3,3,,,1387,Budget-friendly apartment near public transport. Well-connected area. Parking available. Located on floor 22.,2025-11-06,Agent,https://properties.lk/apartment/100176,2026-02-22 21:23:18
AD100177,Havelock City – 1 Bedroom Apartment in Kaduwela,Apartment,Rent,Kaduwela,Gampaha,"Kaduwela, Gampaha",70000,Per Month,1,1,,,400,Spacious luxury apartment in prime location. Close to schools and shopping. Located on floor 17.,2025-09-11,Developer,https://properties.lk/apartment/100177,2026-02-22 21:23:18
AD100178,1 Bedroom Apartment for Sale in Kaduwela,Apartment,Sale,Kaduwela,Gampaha,"Kaduwela, Gampaha",8496000,Total Price,1,1,,,519,Semi-furnished apartment with balcony. Great for families. Amenities: Swimming Pool. Located on floor 19.,2025-08-27,Agent,https://properties.lk/apartment/100178,2026-02-22 21:23:18
AD100179,2 Bedroom Apartment for Sale in Panadura,Apartment,Sale,Panadura,Kalutara,"Panadura, Kalutara",11725000,Total Price,2,2,,,882,Modern apartment with stunning views. Well-maintained and ready to move in. Fully Furnished. Parking available. Amenities: Gym. Located on floor 10.,2026-01-11,Agent,https://properties.lk/apartment/100179,2026-02-22 21:23:18
AD100180,Blue Ocean – 3 Bedroom Apartment in Nallur,Apartment,Sale,Nallur,Jaffna,"Nallur, Jaffna",12499000,Total Price,3,3,,,760,Sea-facing apartment with beach access. Restaurant and spa on-site. Fully Furnished. Located on floor 35.,2025-11-21,Owner,https://properties.lk/apartment/100180,2026-02-22 21:23:18
AD100181,3 Bedroom Apartment for Sale in Kelaniya,Apartment,Sale,Kelaniya,Gampaha,"Kelaniya, Gampaha",23985000,Total Price,3,3,,,1293,Fully furnished apartment with parking. 24/7 security. Fully Furnished. Parking available. Amenities: Swimming Pool. Located on floor 31.,2026-02-10,Agent,https://properties.lk/apartment/100181,2026-02-22 21:23:18
AD100182,ITC One – 1 Bedroom Apartment in Colombo 05,Apartment,Sale,Colombo 05,Colombo,"Colombo 05, Colombo",20986000,Total Price,1,1,,,493,Newly built apartment with all modern amenities. Swimming pool and gym. Fully Furnished. Amenities: Swimming Pool. Located on floor 22.,2025-12-26,Developer,https://properties.lk/apartment/100182,2026-02-22 21:23:18
AD100183,3 Bedroom Apartment for Sale in Nallur,Apartment,Sale,Nallur,Jaffna,"Nallur, Jaffna",13019000,Total Price,3,3,,,1139,Budget-friendly apartment near public transport. Well-connected area. Amenities: Gym and Pool. Located on floor 11.,2025-12-21,Agent,https://properties.lk/apartment/100183,2026-02-22 21:23:18
AD100184,5 Bedroom Apartment for Sale in Wellawatte,Apartment,Sale,Wellawatte,Colombo,"Wellawatte, Colombo",57631000,Total Price,5,4,,,1441,Penthouse apartment with rooftop terrace. Panoramic city views. Amenities: Swimming Pool. Located on floor 33.,2026-02-21,Developer,https://properties.lk/apartment/100184,2026-02-22 21:23:18
AD100185,2 Bedroom Apartment for Sale in Colombo 10,Apartment,Sale,Colombo 10,Colombo,"Colombo 10, Colombo",76489000,Total Price,2,1,,,1231,Fully furnished apartment with parking. 24/7 security. Parking available. Amenities: Swimming Pool. Located on floor 8.,2025-10-11,Agent,https://properties.lk/apartment/100185,2026-02-22 21:23:18
AD100186,5 Bedroom Apartment for Rent in Wadduwa,Apartment,Rent,Wadduwa,Kalutara,"Wadduwa, Kalutara",270000,Per Month,5,5,,,2476,Fully furnished apartment with parking. 24/7 security. Fully Furnished. Amenities: Gym. Located on floor 36.,2025-12-09,Agent,https://properties.lk/apartment/100186,2026-02-22 21:23:18
AD100187,3 Bedroom Apartment for Sale in Matara City,Apartment,Sale,Matara City,Matara,"Matara City, Matara",13509000,Total Price,3,3,,,983,Newly built apartment with all modern amenities. Swimming pool and gym. Fully Furnished. Parking available. Amenities: Swimming Pool. Located on floor 36.,2025-10-29,Agent,https://properties.lk/apartment/100187,2026-02-22 21:23:18
AD100188,2 Bedroom Apartment for Sale in Colombo 04,Apartment,Sale,Colombo 04,Colombo,"Colombo 04, Colombo",35894000,Total Price,2,2,,,1045,Newly built apartment with all modern amenities. Swimming pool and gym. Fully Furnished. Parking available. Amenities: Gym and Pool. Located on floor 18.,2026-01-29,Developer,https://properties.lk/apartment/100188,2026-02-22 21:23:18
AD100189,Luxury Residencies – 3 Bedroom Apartment in Rajagiriya,Apartment,Rent,Rajagiriya,Colombo,"Rajagiriya, Colombo",511000,Per Month,3,3,,,1127,Spacious luxury apartment in prime location. Close to schools and shopping. Semi Furnished. Parking available. Located on floor 34.,2026-01-17,Owner,https://properties.lk/apartment/100189,2026-02-22 21:23:18
AD100190,2 Bedroom Apartment for Sale in Colombo 08,Apartment,Sale,Colombo 08,Colombo,"Colombo 08, Colombo",40842000,Total Price,2,2,,,1030,Duplex apartment with high ceilings. Premium finishes throughout. Fully Furnished. Parking available. Amenities: Gym. Located on floor 3.,2026-01-20,Owner,https://properties.lk/apartment/100190,2026-02-22 21:23:18
AD100191,1 Bedroom Apartment for Sale in Batticaloa City,Apartment,Sale,Batticaloa City,Batticaloa,"Batticaloa City, Batticaloa",11241000,Total Price,1,1,,,723,Newly built apartment with all modern amenities. Swimming pool and gym. Fully Furnished. Located on floor 30.,2025-11-23,Owner,https://properties.lk/apartment/100191,2026-02-22 21:23:18
AD100192,3 Bedroom Apartment for Sale in Batticaloa City,Apartment,Sale,Batticaloa City,Batticaloa,"Batticaloa City, Batticaloa",27651000,Total Price,3,3,,,1743,Semi-furnished apartment with balcony. Great for families. Parking available. Amenities: Swimming Pool. Located on floor 34.,2025-11-15,Owner,https://properties.lk/apartment/100192,2026-02-22 21:23:18
AD100193,4 Bedroom Apartment for Sale in Peliyagoda,Apartment,Sale,Peliyagoda,Gampaha,"Peliyagoda, Gampaha",61960000,Total Price,4,3,,,1947,Newly built apartment with all modern amenities. Swimming pool and gym. Amenities: Gym and Pool. Located on floor 21.,2026-02-15,Agent,https://properties.lk/apartment/100193,2026-02-22 21:23:18
AD100194,1 Bedroom Apartment for Sale in Kandy City,Apartment,Sale,Kandy City,Kandy,"Kandy City, Kandy",21128000,Total Price,1,1,,,831,Semi-furnished apartment with balcony. Great for families. Semi Furnished. Amenities: Gym. Located on floor 5.,2025-10-08,Developer,https://properties.lk/apartment/100194,2026-02-22 21:23:18
AD100195,3 Bedroom Apartment for Rent in Colombo 08,Apartment,Rent,Colombo 08,Colombo,"Colombo 08, Colombo",357000,Per Month,3,3,,,1238,Budget-friendly apartment near public transport. Well-connected area. Fully Furnished. Amenities: Gym and Pool. Located on floor 36.,2025-09-30,Owner,https://properties.lk/apartment/100195,2026-02-22 21:23:18
AD100196,Elements – 3 Bedroom Apartment in Peradeniya,Apartment,Rent,Peradeniya,Kandy,"Peradeniya, Kandy",161000,Per Month,3,3,,,1341,Newly built apartment with all modern amenities. Swimming pool and gym. Fully Furnished. Amenities: Gym. Located on floor 29.,2025-11-26,Developer,https://properties.lk/apartment/100196,2026-02-22 21:23:18
AD100197,1 Bedroom Apartment for Sale in Colombo 11,Apartment,Sale,Colombo 11,Colombo,"Colombo 11, Colombo",36590000,Total Price,1,1,,,644,Penthouse apartment with rooftop terrace. Panoramic city views. Amenities: Swimming Pool. Located on floor 22.,2025-12-06,Agent,https://properties.lk/apartment/100197,2026-02-22 21:23:18
AD100198,4 Bedroom Apartment for Rent in Colombo 06,Apartment,Rent,Colombo 06,Colombo,"Colombo 06, Colombo",610000,Per Month,4,4,,,1731,Compact studio apartment. Ideal for young professionals. Semi Furnished. Amenities: Gym. Located on floor 21.,2025-12-05,Developer,https://properties.lk/apartment/100198,2026-02-22 21:23:18
AD100199,ITC One – 5 Bedroom Apartment in Galle City,Apartment,Sale,Galle City,Galle,"Galle City, Galle",189542000,Total Price,5,5,,,2533,Penthouse apartment with rooftop terrace. Panoramic city views. Fully Furnished. Amenities: Gym. Located on floor 13.,2026-02-02,Owner,https://properties.lk/apartment/100199,2026-02-22 21:23:18
AD100200,Elements – 4 Bedroom Apartment in Colombo 11,Apartment,Sale,Colombo 11,Colombo,"Colombo 11, Colombo",137391000,Total Price,4,4,,,1723,Duplex apartment with high ceilings. Premium finishes throughout. Fully Furnished. Parking available. Located on floor 5.,2025-11-06,Owner,https://properties.lk/apartment/100200,2026-02-22 21:23:18
AD100201,3 Bedroom Apartment for Rent in Matara City,Apartment,Rent,Matara City,Matara,"Matara City, Matara",114000,Per Month,3,2,,,1193,Modern apartment with stunning views. Well-maintained and ready to move in. Semi Furnished. Amenities: Swimming Pool. Located on floor 13.,2025-12-08,Owner,https://properties.lk/apartment/100201,2026-02-22 21:23:18
AD100202,3 Bedroom Apartment for Sale in Colombo 04,Apartment,Sale,Colombo 04,Colombo,"Colombo 04, Colombo",56309000,Total Price,3,3,,,872,Modern apartment with stunning views. Well-maintained and ready to move in. Located on floor 4.,2025-11-03,Developer,https://properties.lk/apartment/100202,2026-02-22 21:23:18
AD100203,1 Bedroom Apartment for Sale in Dehiwala,Apartment,Sale,Dehiwala,Colombo,"Dehiwala, Colombo",18015000,Total Price,1,1,,,400,Semi-furnished apartment with balcony. Great for families. Amenities: Gym and Pool. Located on floor 33.,2025-12-23,Owner,https://properties.lk/apartment/100203,2026-02-22 21:23:18
AD100204,Marina Square – 2 Bedroom Apartment in Narahenpita,Apartment,Rent,Narahenpita,Colombo,"Narahenpita, Colombo",158000,Per Month,2,2,,,739,Spacious luxury apartment in prime location. Close to schools and shopping. Parking available. Located on floor 9.,2025-12-05,Agent,https://properties.lk/apartment/100204,2026-02-22 21:23:18
AD100205,1 Bedroom Apartment for Sale in Peliyagoda,Apartment,Sale,Peliyagoda,Gampaha,"Peliyagoda, Gampaha",8553000,Total Price,1,1,,,437,Duplex apartment with high ceilings. Premium finishes throughout. Parking available. Amenities: Gym and Pool. Located on floor 10.,2025-10-25,Agent,https://properties.lk/apartment/100205,2026-02-22 21:23:18
AD100206,2 Bedroom Apartment for Sale in Colombo 09,Apartment,Sale,Colombo 09,Colombo,"Colombo 09, Colombo",32871000,Total Price,2,1,,,738,Compact studio apartment. Ideal for young professionals. Semi Furnished. Amenities: Swimming Pool. Located on floor 36.,2025-10-11,Agent,https://properties.lk/apartment/100206,2026-02-22 21:23:18
AD100207,3 Bedroom Apartment for Sale in Nallur,Apartment,Sale,Nallur,Jaffna,"Nallur, Jaffna",25667000,Total Price,3,3,,,1191,Newly built apartment with all modern amenities. Swimming pool and gym. Semi Furnished. Parking available. Located on floor 35.,2026-01-10,Owner,https://properties.lk/apartment/100207,2026-02-22 21:23:18
AD100208,3 Bedroom Apartment for Sale in Kurunegala City,Apartment,Sale,Kurunegala City,Kurunegala,"Kurunegala City, Kurunegala",14407000,Total Price,3,3,,,1010,Sea-facing apartment with beach access. Restaurant and spa on-site. Fully Furnished. Located on floor 3.,2025-11-30,Agent,https://properties.lk/apartment/100208,2026-02-22 21:23:18
AD100209,5 Bedroom Apartment for Sale in Battaramulla,Apartment,Sale,Battaramulla,Gampaha,"Battaramulla, Gampaha",49005000,Total Price,5,4,,,2235,Semi-furnished apartment with balcony. Great for families. Fully Furnished. Parking available. Amenities: Swimming Pool. Located on floor 36.,2025-10-07,Agent,https://properties.lk/apartment/100209,2026-02-22 21:23:18
AD100210,Monarch – 4 Bedroom Apartment in Matara City,Apartment,Rent,Matara City,Matara,"Matara City, Matara",180000,Per Month,4,4,,,1052,Fully furnished apartment with parking. 24/7 security. Fully Furnished. Amenities: Gym and Pool. Located on floor 24.,2026-02-09,Developer,https://properties.lk/apartment/100210,2026-02-22 21:23:18
AD100211,1 Bedroom Apartment for Sale in Wattala,Apartment,Sale,Wattala,Gampaha,"Wattala, Gampaha",13058000,Total Price,1,1,,,496,Duplex apartment with high ceilings. Premium finishes throughout. Semi Furnished. Parking available. Amenities: Gym and Pool. Located on floor 5.,2025-12-01,Agent,https://properties.lk/apartment/100211,2026-02-22 21:23:18
AD100212,2 Bedroom Apartment for Sale in Kalutara City,Apartment,Sale,Kalutara City,Kalutara,"Kalutara City, Kalutara",28514000,Total Price,2,2,,,1212,Sea-facing apartment with beach access. Restaurant and spa on-site. Semi Furnished. Parking available. Amenities: Gym and Pool. Located on floor 2.,2025-11-10,Owner,https://properties.lk/apartment/100212,2026-02-22 21:23:18
AD100213,2 Bedroom Apartment for Sale in Negombo City,Apartment,Sale,Negombo City,Negombo,"Negombo City, Negombo",15762000,Total Price,2,2,,,587,Sea-facing apartment with beach access. Restaurant and spa on-site. Located on floor 11.,2025-11-12,Developer,https://properties.lk/apartment/100213,2026-02-22 21:23:18
AD100214,3 Bedroom Apartment for Sale in Batticaloa City,Apartment,Sale,Batticaloa City,Batticaloa,"Batticaloa City, Batticaloa",18643000,Total Price,3,3,,,1305,Semi-furnished apartment with balcony. Great for families. Amenities: Swimming Pool. Located on floor 9.,2026-02-14,Agent,https://properties.lk/apartment/100214,2026-02-22 21:23:18
AD100215,Blue Ocean – 2 Bedroom Apartment in Narahenpita,Apartment,Sale,Narahenpita,Colombo,"Narahenpita, Colombo",106552000,Total Price,2,1,,,1203,Budget-friendly apartment near public transport. Well-connected area. Parking available. Amenities: Gym.,2026-02-19,Owner,https://properties.lk/apartment/100215,2026-02-22 21:23:18
AD100216,Krrish Square – 3 Bedroom Apartment in Colombo 10,Apartment,Sale,Colombo 10,Colombo,"Colombo 10, Colombo",150835000,Total Price,3,3,,,1513,Sea-facing apartment with beach access. Restaurant and spa on-site. Fully Furnished. Parking available. Amenities: Gym and Pool. Located on floor 24.,2025-09-09,Developer,https://properties.lk/apartment/100216,2026-02-22 21:23:18
AD100217,3 Bedroom Apartment for Sale in Katugastota,Apartment,Sale,Katugastota,Kandy,"Katugastota, Kandy",24884000,Total Price,3,3,,,1305,Modern apartment with stunning views. Well-maintained and ready to move in. Semi Furnished. Parking available. Amenities: Gym. Located on floor 18.,2025-09-21,Agent,https://properties.lk/apartment/100217,2026-02-22 21:23:18
AD100218,5 Bedroom Apartment for Sale in Hikkaduwa,Apartment,Sale,Hikkaduwa,Galle,"Hikkaduwa, Galle",63093000,Total Price,5,5,,,2070,Sea-facing apartment with beach access. Restaurant and spa on-site. Semi Furnished. Amenities: Gym. Located on floor 1.,2025-09-11,Agent,https://properties.lk/apartment/100218,2026-02-22 21:23:18
AD100219,Monarch – 2 Bedroom Apartment in Batticaloa City,Apartment,Sale,Batticaloa City,Batticaloa,"Batticaloa City, Batticaloa",21798000,Total Price,2,1,,,784,Spacious luxury apartment in prime location. Close to schools and shopping. Semi Furnished. Amenities: Gym and Pool. Located on floor 34.,2025-12-27,Agent,https://properties.lk/apartment/100219,2026-02-22 21:23:18
AD100220,3 Bedroom Apartment for Rent in Colombo 10,Apartment,Rent,Colombo 10,Colombo,"Colombo 10, Colombo",332000,Per Month,3,3,,,1748,Sea-facing apartment with beach access. Restaurant and spa on-site. Fully Furnished. Amenities: Gym. Located on floor 2.,2026-01-22,Developer,https://properties.lk/apartment/100220,2026-02-22 21:23:18
AD100221,1 Bedroom Apartment for Rent in Colombo 10,Apartment,Rent,Colombo 10,Colombo,"Colombo 10, Colombo",114000,Per Month,1,1,,,502,Spacious luxury apartment in prime location. Close to schools and shopping. Semi Furnished. Amenities: Gym. Located on floor 28.,2025-10-20,Agent,https://properties.lk/apartment/100221,2026-02-22 21:23:18
AD100222,Emperor – 4 Bedroom Apartment in Galle City,Apartment,Sale,Galle City,Galle,"Galle City, Galle",72847000,Total Price,4,4,,,2004,Compact studio apartment. Ideal for young professionals. Semi Furnished. Located on floor 4.,2025-11-10,Agent,https://properties.lk/apartment/100222,2026-02-22 21:23:18
AD100223,1 Bedroom Apartment for Sale in Nallur,Apartment,Sale,Nallur,Jaffna,"Nallur, Jaffna",6788000,Total Price,1,1,,,400,Fully furnished apartment with parking. 24/7 security. Semi Furnished. Parking available. Amenities: Swimming Pool. Located on floor 32.,2025-12-26,Developer,https://properties.lk/apartment/100223,2026-02-22 21:23:18
AD100224,Havelock City – 1 Bedroom Apartment in Matara City,Apartment,Sale,Matara City,Matara,"Matara City, Matara",12178000,Total Price,1,1,,,664,Penthouse apartment with rooftop terrace. Panoramic city views. Amenities: Gym. Located on floor 32.,2025-10-19,Agent,https://properties.lk/apartment/100224,2026-02-22 21:23:18
AD100225,1 Bedroom Apartment for Rent in Negombo City,Apartment,Rent,Negombo City,Negombo,"Negombo City, Negombo",41000,Per Month,1,1,,,400,Compact studio apartment. Ideal for young professionals. Fully Furnished. Amenities: Swimming Pool. Located on floor 9.,2025-09-11,Agent,https://properties.lk/apartment/100225,2026-02-22 21:23:18
AD100226,4 Bedroom Apartment for Sale in Negombo City,Apartment,Sale,Negombo City,Negombo,"Negombo City, Negombo",22729000,Total Price,4,4,,,1014,Fully furnished apartment with parking. 24/7 security. Amenities: Gym. Located on floor 34.,2025-08-28,Developer,https://properties.lk/apartment/100226,2026-02-22 21:23:18
AD100227,4 Bedroom Apartment for Rent in Unawatuna,Apartment,Rent,Unawatuna,Galle,"Unawatuna, Galle",288000,Per Month,4,4,,,1492,Spacious luxury apartment in prime location. Close to schools and shopping. Fully Furnished. Amenities: Swimming Pool. Located on floor 31.,2025-10-17,Owner,https://properties.lk/apartment/100227,2026-02-22 21:23:18
AD100228,Marina Square – 3 Bedroom Apartment in Katugastota,Apartment,Sale,Katugastota,Kandy,"Katugastota, Kandy",52017000,Total Price,3,2,,,1167,Modern apartment with stunning views. Well-maintained and ready to move in. Parking available. Amenities: Swimming Pool. Located on floor 29.,2025-09-03,Owner,https://properties.lk/apartment/100228,2026-02-22 21:23:18
AD100229,1 Bedroom Apartment for Sale in Batticaloa City,Apartment,Sale,Batticaloa City,Batticaloa,"Batticaloa City, Batticaloa",5254000,Total Price,1,1,,,400,Spacious luxury apartment in prime location. Close to schools and shopping. Amenities: Swimming Pool. Located on floor 17.,2026-01-08,Owner,https://properties.lk/apartment/100229,2026-02-22 21:23:18
AD100230,Monarch – 3 Bedroom Apartment in Matara City,Apartment,Sale,Matara City,Matara,"Matara City, Matara",16743000,Total Price,3,2,,,740,Spacious luxury apartment in prime location. Close to schools and shopping. Amenities: Gym and Pool. Located on floor 21.,2025-11-18,Agent,https://properties.lk/apartment/100230,2026-02-22 21:23:18
AD100231,3 Bedroom Apartment for Rent in Nugegoda,Apartment,Rent,Nugegoda,Colombo,"Nugegoda, Colombo",524000,Per Month,3,3,,,1713,Newly built apartment with all modern amenities. Swimming pool and gym. Semi Furnished. Amenities: Swimming Pool. Located on floor 6.,2026-01-26,Agent,https://properties.lk/apartment/100231,2026-02-22 21:23:18
AD100232,2 Bedroom Apartment for Rent in Batticaloa City,Apartment,Rent,Batticaloa City,Batticaloa,"Batticaloa City, Batticaloa",64000,Per Month,2,1,,,695,Compact studio apartment. Ideal for young professionals. Amenities: Swimming Pool. Located on floor 7.,2025-11-01,Owner,https://properties.lk/apartment/100232,2026-02-22 21:23:18
AD100233,ITC One – 5 Bedroom Apartment in Colombo 11,Apartment,Sale,Colombo 11,Colombo,"Colombo 11, Colombo",309275000,Total Price,5,4,,,3103,Duplex apartment with high ceilings. Premium finishes throughout. Fully Furnished. Amenities: Gym. Located on floor 38.,2025-11-25,Developer,https://properties.lk/apartment/100233,2026-02-22 21:23:18
AD100234,3 Bedroom Apartment for Sale in Unawatuna,Apartment,Sale,Unawatuna,Galle,"Unawatuna, Galle",20133000,Total Price,3,2,,,725,Penthouse apartment with rooftop terrace. Panoramic city views. Semi Furnished. Parking available. Located on floor 30.,2025-12-22,Agent,https://properties.lk/apartment/100234,2026-02-22 21:23:18
AD100235,Skyline Towers – 3 Bedroom Apartment in Jaffna City,Apartment,Sale,Jaffna City,Jaffna,"Jaffna City, Jaffna",38861000,Total Price,3,2,,,1408,Duplex apartment with high ceilings. Premium finishes throughout. Amenities: Swimming Pool. Located on floor 30.,2025-09-07,Owner,https://properties.lk/apartment/100235,2026-02-22 21:23:18
AD100236,3 Bedroom Apartment for Sale in Dehiwala,Apartment,Sale,Dehiwala,Colombo,"Dehiwala, Colombo",53097000,Total Price,3,2,,,999,Fully furnished apartment with parking. 24/7 security. Amenities: Swimming Pool. Located on floor 28.,2025-10-28,Agent,https://properties.lk/apartment/100236,2026-02-22 21:23:18
AD100237,The Grand – 5 Bedroom Apartment in Digana,Apartment,Sale,Digana,Kandy,"Digana, Kandy",88130000,Total Price,5,5,,,1522,Modern apartment with stunning views. Well-maintained and ready to move in. Amenities: Swimming Pool. Located on floor 17.,2026-01-10,Agent,https://properties.lk/apartment/100237,2026-02-22 21:23:18
AD100238,2 Bedroom Apartment for Sale in Dehiwala,Apartment,Sale,Dehiwala,Colombo,"Dehiwala, Colombo",26984000,Total Price,2,1,,,615,Spacious luxury apartment in prime location. Close to schools and shopping. Semi Furnished. Amenities: Gym and Pool. Located on floor 28.,2025-11-07,Owner,https://properties.lk/apartment/100238,2026-02-22 21:23:18
AD100239,Havelock City – 3 Bedroom Apartment in Batticaloa City,Apartment,Rent,Batticaloa City,Batticaloa,"Batticaloa City, Batticaloa",147000,Per Month,3,2,,,1264,Budget-friendly apartment near public transport. Well-connected area. Amenities: Gym. Located on floor 36.,2026-01-08,Developer,https://properties.lk/apartment/100239,2026-02-22 21:23:18
AD100240,4 Bedroom Apartment for Rent in Kurunegala City,Apartment,Rent,Kurunegala City,Kurunegala,"Kurunegala City, Kurunegala",218000,Per Month,4,3,,,2225,Semi-furnished apartment with balcony. Great for families. Amenities: Gym and Pool. Located on floor 14.,2025-10-29,Owner,https://properties.lk/apartment/100240,2026-02-22 21:23:18
AD100241,Krrish Square – 5 Bedroom Apartment in Bambalapitiya,Apartment,Sale,Bambalapitiya,Colombo,"Bambalapitiya, Colombo",325032000,Total Price,5,4,,,2687,Spacious luxury apartment in prime location. Close to schools and shopping. Semi Furnished. Amenities: Gym and Pool. Located on floor 7.,2025-11-23,Developer,https://properties.lk/apartment/100241,2026-02-22 21:23:18
AD100242,4 Bedroom Apartment for Rent in Kelaniya,Apartment,Rent,Kelaniya,Gampaha,"Kelaniya, Gampaha",247000,Per Month,4,3,,,1816,Modern apartment with stunning views. Well-maintained and ready to move in. Parking available. Amenities: Swimming Pool.,2026-01-01,Agent,https://properties.lk/apartment/100242,2026-02-22 21:23:18
AD100243,96 Residencies – 4 Bedroom Apartment in Negombo City,Apartment,Sale,Negombo City,Negombo,"Negombo City, Negombo",44041000,Total Price,4,4,,,1226,Fully furnished apartment with parking. 24/7 security. Semi Furnished. Located on floor 5.,2025-10-14,Developer,https://properties.lk/apartment/100243,2026-02-22 21:23:18
AD100244,On320 – 3 Bedroom Apartment in Colombo 02,Apartment,Rent,Colombo 02,Colombo,"Colombo 02, Colombo",610000,Per Month,3,3,,,1451,Budget-friendly apartment near public transport. Well-connected area. Semi Furnished. Amenities: Gym and Pool. Located on floor 27.,2025-10-05,Developer,https://properties.lk/apartment/100244,2026-02-22 21:23:18
AD100245,3 Bedroom Apartment for Sale in Peradeniya,Apartment,Sale,Peradeniya,Kandy,"Peradeniya, Kandy",17128000,Total Price,3,3,,,1012,Newly built apartment with all modern amenities. Swimming pool and gym. Amenities: Gym and Pool. Located on floor 1.,2026-01-11,Developer,https://properties.lk/apartment/100245,2026-02-22 21:23:18
AD100246,3 Bedroom Apartment for Sale in Kurunegala City,Apartment,Sale,Kurunegala City,Kurunegala,"Kurunegala City, Kurunegala",13889000,Total Price,3,2,,,767,Spacious luxury apartment in prime location. Close to schools and shopping. Amenities: Gym and Pool. Located on floor 39.,2025-12-02,Developer,https://properties.lk/apartment/100246,2026-02-22 21:23:18
AD100247,3 Bedroom Apartment for Sale in Colombo 06,Apartment,Sale,Colombo 06,Colombo,"Colombo 06, Colombo",88738000,Total Price,3,3,,,1933,Semi-furnished apartment with balcony. Great for families. Amenities: Gym and Pool. Located on floor 12.,2025-12-28,Developer,https://properties.lk/apartment/100247,2026-02-22 21:23:18
AD100248,1 Bedroom Apartment for Sale in Kelaniya,Apartment,Sale,Kelaniya,Gampaha,"Kelaniya, Gampaha",11980000,Total Price,1,1,,,524,Compact studio apartment. Ideal for young professionals. Semi Furnished. Parking available. Amenities: Gym and Pool. Located on floor 38.,2026-01-23,Agent,https://properties.lk/apartment/100248,2026-02-22 21:23:18
